Table_Number,Year,Measure,Indigenous_Status,Law_Enforced,Court_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust cts,Aust
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - non-appeal,,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,4517,3296,2856,3337,849,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - non-appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,7052,5840,4839,4404,1288,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - non-appeal,,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,58.2,48.9,55.2,68.6,48.8,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - non-appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,90.8,86.6,93.6,90.6,74,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal and non-appeal,,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,4622,3337,2928,3427,945,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal and non-appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,7166,5881,4915,4509,1390,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal and non-appeal,,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,58.6,49.2,55.8,69,51.3,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,District/county,,On-time case processing; civil,,District/county courts - appeal and non-appeal,,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,90.9,86.7,93.7,90.7,75.4,..,..,..,..,
7A.23,2015-16,On-time case processing,All people,Civil,Magistrates' (excl. children's),,On-time case processing; civil,,,Magistrates' courts only (excl. children's courts),Cases finalised <=6 months,,Australian state and territory court authorities and departments (unpublished),no.,na,68197,39465,38020,14503,na,na,5492,..,
7A.23,2015-16,On-time case processing,All people,Civil,Magistrates' (excl. children's),,On-time case processing; civil,,,Magistrates' courts only (excl. children's courts),Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,na,70338,42452,40403,17683,na,na,6356,..,
7A.23,2015-16,On-time case processing,All people,Civil,Magistrates' (excl. children's),,On-time case processing; civil,,,Magistrates' courts only (excl. children's courts),Cases finalised <=6 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,na,75.4,66.5,74.3,55.8,na,na,84.1,..,
7A.23,2015-16,On-time case processing,All people,Civil,Magistrates' (excl. children's),,On-time case processing; civil,,,Magistrates' courts only (excl. children's courts),Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,na,77.7,71.5,78.9,68.1,na,na,97.3,..,
7A.23,2015-16,On-time case processing,All people,Civil,Children's,,On-time case processing; civil,,,Children's courts,Cases finalised <=6 months,,Australian state and territory court authorities and departments (unpublished),no.,na,6116,3149,1195,2146,314,na,336,..,
7A.23,2015-16,On-time case processing,All people,Civil,Children's,,On-time case processing; civil,,,Children's courts,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,na,7312,3656,1429,2171,338,na,375,..,
7A.23,2015-16,On-time case processing,All people,Civil,Children's,,On-time case processing; civil,,,Children's courts,Cases finalised <=6 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,na,77.9,80.5,67.6,98.8,91.8,na,87.3,..,
7A.23,2015-16,On-time case processing,All people,Civil,Children's,,On-time case processing; civil,,,Children's courts,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,na,93.2,93.5,80.8,99.9,98.8,na,97.4,..,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,878,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,949,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,91.8,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,99.3,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=12 months,,Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,4306,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,4598,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,87.6,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,93.6,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,5184,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,..,..,..,..,..,5547,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,88.3,
7A.23,2015-16,On-time case processing,All people,Civil,Federal Court of Australia,,On-time case processing; civil,,Federal Court of Australia,Appeal and non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,..,..,..,..,..,94.5,
7A.23,2015-16,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,4,..,..,..,..,na,
7A.23,2015-16,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,4,..,..,..,..,na,
7A.23,2015-16,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,100,..,..,..,..,na,
7A.23,2015-16,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,100,..,..,..,..,na,
7A.23,2015-16,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,12603,..,..,..,..,na,
7A.23,2015-16,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),no.,..,..,..,15065,..,..,..,..,na,
7A.23,2015-16,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=12 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,79.9,..,..,..,..,na,
7A.23,2015-16,On-time case processing,All people,Civil,Family/FCFCOA (Division 1) and FCFCOA (Division 2),,On-time case processing; civil,,WA Family court/FCFCOA (Division 1) and FCFCOA (Division 2),Family law matters - non-appeal,Cases finalised <=24 months,,Derived from Australian state and territory court authorities and departments (unpublished),%,..,..,..,95.5,..,..,..,..,na,
